h,farm_id,weight
2015-1-2,Farm 69,17417
2015-1-2,Farm 70,5095
2015-1-2,Farm 71,17055
2015-1-2,Farm 72,7044
2015-1-2,Farm 73,8835
2015-1-2,Farm 74,12226
2015-1-2,Farm 75,13549
2015-1-2,Farm 76,13267
2015-1-2,Farm 77,11281
2015-1-2,Farm 78,14805
2015-1-2,Farm 79,10352
2015-1-2,Farm 80,12122
2015-1-2,Farm 81,17236
2015-1-2,Farm 82,5942
2015-1-2,Farm 83,8794
2015-1-2,Farm 84,10805
2015-1-2,Farm 85,7399
2015-1-2,Farm 86,6213
2015-1-2,Farm 87,3802
2015-1-2,Farm 88,10987
2015-1-2,Farm 89,6788
2015-1-2,Farm 90,7612
2015-1-2,Farm 91,8038
2015-1-2,Farm 92,12499
2015-1-2,Farm 93,2228
2015-1-2,Farm 94,12584
2015-1-2,Farm 95,4737
2015-1-2,Farm 96,17153
2015-1-2,Farm 97,5561
2015-1-2,Farm 98,17938
2015-1-2,Farm 99,6982
2015-1-2,Farm 100,13729
2015-1-2,Farm 101,2140
2015-1-2,Farm 102,16889
2015-1-2,Farm 103,8411
2015-1-2,Farm 104,2414
2015-1-2,Farm 105,11020
2015-1-2,Farm 106,4227
2015-1-2,Farm 107,2624
2015-1-2,Farm 108,3704
2015-1-2,Farm 109,9689
2015-1-2,Farm 110,6799
2015-1-2,Farm 111,8327
2015-1-2,Farm 112,7014
2015-1-2,Farm 113,4913
2015-1-2,Farm 114,4992
2015-1-2,Farm 115,2435
2015-1-2,Farm 116,12336
2015-1-2,Farm 117,11674
2015-1-3,Farm 18,2570
2015-1-3,Farm 19,6826
2015-1-3,Farm 20,9260
2015-1-3,Farm 21,5939
2015-1-3,Farm 22,3693
2015-1-3,Farm 23,16715
2015-1-3,Farm 25,10602
2015-1-3,Farm 26,11385
2015-1-3,Farm 27,17452
2015-1-3,Farm 28,6545
2015-1-3,Farm 30,8084
2015-1-3,Farm 31,7360
2015-1-3,Farm 32,14916
2015-1-3,Farm 33,4828
2015-1-3,Farm 34,8642
2015-1-3,Farm 35,5434
2015-1-3,Farm 37,11462
2015-1-3,Farm 38,3193
2015-1-3,Farm 39,16088
2015-1-3,Farm 40,9541
2015-1-3,Farm 41,9015
2015-1-3,Farm 42,3278
2015-1-3,Farm 43,12813
2015-1-3,Farm 45,16210
2015-1-3,Farm 46,11797
2015-1-3,Farm 47,4378
2015-1-3,Farm 48,5935
2015-1-3,Farm 50,11531
2015-1-3,Farm 51,11980
2015-1-3,Farm 52,13505
2015-1-3,Farm 53,12352
2015-1-3,Farm 54,8699
2015-1-3,Farm 55,11475
2015-1-3,Farm 57,5462
2015-1-3,Farm 58,2673
2015-1-3,Farm 59,13593
2015-1-3,Farm 60,2475
2015-1-3,Farm 61,17941
2015-1-3,Farm 62,8671
2015-1-3,Farm 63,12061
2015-1-3,Farm 64,14465
2015-1-3,Farm 65,12590
2015-1-3,Farm 67,4226
2015-1-3,Farm 68,15375
2015-1-3,Farm 69,3645
2015-1-3,Farm 70,5348
2015-1-3,Farm 71,11584
2015-1-3,Farm 72,11004
2015-1-3,Farm 73,2455
2015-1-3,Farm 74,8084
2015-1-3,Farm 75,3745
2015-1-3,Farm 76,10919
2015-1-3,Farm 77,3097
2015-1-3,Farm 78,9954
2015-1-3,Farm 80,12541
2015-1-3,Farm 81,8154
2015-1-3,Farm 82,13203
2015-1-3,Farm 83,15462
2015-1-3,Farm 84,7946
2015-1-3,Farm 85,15381
2015-1-3,Farm 86,14128
2015-1-3,Farm 89,4707
2015-1-3,Farm 90,5281
2015-1-3,Farm 91,7930
2015-1-3,Farm 92,11745
2015-1-3,Farm 93,13367
2015-1-3,Farm 94,3543
2015-1-3,Farm 97,17902
2015-1-3,Farm 98,12119
2015-1-3,Farm 99,16786
2015-1-3,Farm 100,7593
2015-1-3,Farm 101,17126
2015-1-3,Farm 102,6986
2015-1-3,Farm 103,9782
2015-1-3,Farm 104,17034
2015-1-3,Farm 106,11931
2015-1-3,Farm 107,8557
2015-1-3,Farm 109,5304
2015-1-3,Farm 110,2311
2015-1-3,Farm 111,7317
2015-1-3,Farm 112,7288
2015-1-3,Farm 115,14670
2015-1-3,Farm 116,13666
2015-1-3,Farm 117,7430
2015-1-4,Farm 18,5544
2015-1-4,Farm 19,15270
2015-1-4,Farm 20,11753
2015-1-4,Farm 21,14215
2015-1-4,Farm 22,6052
2015-1-4,Farm 23,17037
2015-1-4,Farm 24,14719
2015-1-4,Farm 25,11685
2015-1-4,Farm 26,3132
2015-1-4,Farm 27,4631
2015-1-4,Farm 28,4154
2015-1-4,Farm 29,14954
2015-1-4,Farm 30,13897
2015-1-4,Farm 31,4114
2015-1-4,Farm 32,15278
2015-1-4,Farm 33,5054
2015-1-4,Farm 34,10875
2015-1-4,Farm 35,9210
2015-1-4,Farm 36,14496
2015-1-4,Farm 37,11478
2015-1-4,Farm 38,3684
2015-1-4,Farm 39,11980
2015-1-4,Farm 40,11222
2015-1-4,Farm 41,6708
2015-1-4,Farm 42,10258
2015-1-4,Farm 43,13536
2015-1-4,Farm 44,17851
2015-1-4,Farm 45,3213
2015-1-4,Farm 46,14784
2015-1-4,Farm 47,10031
2015-1-4,Farm 48,2331
2015-1-4,Farm 49,4728
2015-1-4,Farm 50,7047
2015-1-4,Farm 51,17313
2015-1-4,Farm 52,4944
2015-1-4,Farm 53,14286
2015-1-4,Farm 54,5224
2015-1-4,Farm 55,13471
2015-1-4,Farm 56,3382
2015-1-4,Farm 57,17977
2015-1-4,Farm 58,11430
2015-1-4,Farm 59,3547
2015-1-4,Farm 60,10695
2015-1-4,Farm 61,10832
2015-1-4,Farm 62,5449
2015-1-4,Farm 63,14464
2015-1-4,Farm 64,16035
2015-1-4,Farm 65,5327
2015-1-4,Farm 66,4247
2015-1-4,Farm 67,5503
2015-1-4,Farm 68,9285
2015-1-4,Farm 69,9049
2015-1-4,Farm 70,4360
2015-1-4,Farm 71,3934
2015-1-4,Farm 72,7946
2015-1-4,Farm 73,2660
2015-1-4,Farm 74,8674
2015-1-4,Farm 75,4584
2015-1-4,Farm 76,4046
2015-1-4,Farm 77,3178
2015-1-4,Farm 78,11291
2015-1-4,Farm 79,6558
2015-1-4,Farm 80,2981
2015-1-4,Farm 81,2602
2015-1-4,Farm 82,11826
2015-1-4,Farm 83,5430
2015-1-4,Farm 84,10213
2015-1-4,Farm 85,5949
2015-1-4,Farm 86,8379
2015-1-4,Farm 87,4562
2015-1-4,Farm 88,13778
2015-1-4,Farm 89,7591
2015-1-4,Farm 90,4465
2015-1-4,Farm 91,11522
2015-1-4,Farm 92,17387
2015-1-4,Farm 93,6314
2015-1-4,Farm 94,2460
2015-1-4,Farm 95,13911
2015-1-4,Farm 96,3759
2015-1-4,Farm 97,9335
2015-1-4,Farm 98,2112
2015-1-4,Farm 99,6251
2015-1-4,Farm 100,10423
2015-1-4,Farm 101,10076
2015-1-4,Farm 102,16035
2015-1-4,Farm 103,6232
2015-1-4,Farm 104,14084
2015-1-4,Farm 105,9917
2015-1-4,Farm 106,17318
2015-1-4,Farm 107,14555
2015-1-4,Farm 108,16514
2015-1-4,Farm 109,11623
2015-1-4,Farm 110,10016
2015-1-4,Farm 111,3720
2015-1-4,Farm 112,7559
2015-1-4,Farm 113,13217
2015-1-4,Farm 114,17174
2015-1-4,Farm 115,9717
2015-1-4,Farm 116,13872
2015-1-4,Farm 117,11554
2015-1-5,Farm 18,2466
2015-1-5,Farm 19,7073
2015-1-5,Farm 20,3258
2015-1-5,Farm 21,8040
2015-1-5,Farm 22,10209
2015-1-5,Farm 23,8907
2015-1-5,Farm 25,8477
2015-1-5,Farm 26,6247
2015-1-5,Farm 27,9235
2015-1-5,Farm 28,4227
2015-1-5,Farm 30,11136
2015-1-5,Farm 31,14052
2015-1-5,Farm 32,6685
2015-1-5,Farm 33,8434
2015-1-5,Farm 34,11550
2015-1-5,Farm 35,9027
2015-1-5,Farm 37,6208
2015-1-5,Farm 38,3727
2015-1-5,Farm 39,4148
2015-1-5,Farm 40,4014
2015-1-5,Farm 41,8313
2015-1-5,Farm 42,9522
2015-1-5,Farm 43,10164
2015-1-5,Farm 45,17169
2015-1-5,Farm 46,11376
2015-1-5,Farm 47,3850
2015-1-5,Farm 48,2703
2015-1-5,Farm 50,3675
2015-1-5,Farm 51,4708
2015-1-5,Farm 52,4742
2015-1-5,Farm 53,3250
2015-1-5,Farm 54,10870
2015-1-5,Farm 55,14868
2015-1-5,Farm 57,8014
2015-1-5,Farm 58,3591
2015-1-5,Farm 59,10786
2015-1-5,Farm 60,3128
2015-1-5,Farm 61,2400
2015-1-5,Farm 62,15087
2015-1-5,Farm 63,14727
2015-1-5,Farm 64,3184
2015-1-5,Farm 65,11874
2015-1-5,Farm 67,10150
2015-1-5,Farm 68,4613
2015-1-5,Farm 69,10516
2015-1-5,Farm 70,10686
2015-1-5,Farm 71,2391
2015-1-5,Farm 72,5998
2015-1-5,Farm 73,8765
2015-1-5,Farm 74,9119
2015-1-5,Farm 75,7131
2015-1-5,Farm 76,16724
2015-1-5,Farm 77,3607
2015-1-5,Farm 78,3654
2015-1-5,Farm 80,13586
2015-1-5,Farm 81,2862
2015-1-5,Farm 82,15902
2015-1-5,Farm 83,5233
2015-1-5,Farm 84,8577
2015-1-5,Farm 85,8979
2015-1-5,Farm 86,13377
2015-1-5,Farm 89,10174
2015-1-5,Farm 90,2799
2015-1-5,Farm 91,17982
2015-1-5,Farm 92,15207
2015-1-5,Farm 93,13387
2015-1-5,Farm 94,13701
2015-1-5,Farm 97,5138
2015-1-5,Farm 98,2279
2015-1-5,Farm 99,11949
2015-1-5,Farm 100,6470
2015-1-5,Farm 101,16648
2015-1-5,Farm 102,3370
2015-1-5,Farm 103,15400
2015-1-5,Farm 104,3511
2015-1-5,Farm 106,7101
2015-1-5,Farm 107,4594
2015-1-5,Farm 109,14641
2015-1-5,Farm 110,12987
2015-1-5,Farm 111,13317
2015-1-5,Farm 112,15283
2015-1-5,Farm 115,12791
2015-1-5,Farm 116,16567
2015-1-5,Farm 117,10913
2015-1-6,Farm 18,12131
2015-1-6,Farm 19,9915
2015-1-6,Farm 20,11386
2015-1-6,Farm 21,7564
2015-1-6,Farm 22,10256
2015-1-6,Farm 23,16709
2015-1-6,Farm 24,6811
2015-1-6,Farm 25,5346
2015-1-6,Farm 26,16310
2015-1-6,Farm 27,16177
2015-1-6,Farm 28,9672
2015-1-6,Farm 29,14132
2015-1-6,Farm 30,11278
2015-1-6,Farm 31,16751
2015-1-6,Farm 32,3891
2015-1-6,Farm 33,9096
2015-1-6,Farm 34,10282
2015-1-6,Farm 35,2986
2015-1-6,Farm 36,13193
2015-1-6,Farm 37,10809
2015-1-6,Farm 38,2422
2015-1-6,Farm 39,9820
2015-1-6,Farm 40,2151
2015-1-6,Farm 41,5658
2015-1-6,Farm 42,15820
2015-1-6,Farm 43,15837
2015-1-6,Farm 44,16793
2015-1-6,Farm 45,16966
2015-1-6,Farm 46,4930
2015-1-6,Farm 47,15164
2015-1-6,Farm 48,17570
2015-1-6,Farm 49,17369
2015-1-6,Farm 50,8333
2015-1-6,Farm 51,6804
2015-1-6,Farm 52,9027
2015-1-6,Farm 53,4435
2015-1-6,Farm 54,8364
2015-1-6,Farm 55,4252
2015-1-6,Farm 56,9124
2015-1-6,Farm 57,11031
2015-1-6,Farm 58,3822
2015-1-6,Farm 59,15693
2015-1-6,Farm 60,4830
2015-1-6,Farm 61,15741
2015-1-6,Farm 62,10652
2015-1-6,Farm 63,16853
2015-1-6,Farm 64,5006
2015-1-6,Farm 65,13731
2015-1-6,Farm 66,7103
2015-1-6,Farm 67,9410
2015-1-6,Farm 68,12882
2015-1-6,Farm 69,16593
2015-1-6,Farm 70,14437
2015-1-6,Farm 71,6218
2015-1-6,Farm 72,11141
2015-1-6,Farm 73,7470
2015-1-6,Farm 74,15559
2015-1-6,Farm 75,14190
2015-1-6,Farm 76,6451
2015-1-6,Farm 77,4803
2015-1-6,Farm 78,11131
2015-1-6,Farm 79,11911
2015-1-6,Farm 80,14415
2015-1-6,Farm 81,17996
2015-1-6,Farm 82,8469
2015-1-6,Farm 83,4638
2015-1-6,Farm 84,2738
2015-1-6,Farm 85,11997
2015-1-6,Farm 86,17902
2015-1-6,Farm 87,10950
2015-1-6,Farm 88,14716
2015-1-6,Farm 89,9573
2015-1-6,Farm 90,3716
2015-1-6,Farm 91,16314
2015-1-6,Farm 92,9733
2015-1-6,Farm 93,2714
2015-1-6,Farm 94,5108
2015-1-6,Farm 95,7507
2015-1-6,Farm 96,12353
2015-1-6,Farm 97,14252
2015-1-6,Farm 98,13147
2015-1-6,Farm 99,15497
2015-1-6,Farm 100,10581
2015-1-6,Farm 101,3694
2015-1-6,Farm 102,15908
2015-1-6,Farm 103,11816
2015-1-6,Farm 104,16868
2015-1-6,Farm 105,14937
2015-1-6,Farm 106,9519
2015-1-6,Farm 107,12337
2015-1-6,Farm 108,3222
2015-1-6,Farm 109,12826
2015-1-6,Farm 110,2560
2015-1-6,Farm 111,9723
2015-1-6,Farm 112,16722
2015-1-6,Farm 113,5527
2015-1-6,Farm 114,6187
2015-1-6,Farm 115,4769
2015-1-6,Farm 116,16726
2015-1-6,Farm 117,12000
2015-1-7,Farm 18,8839
2015-1-7,Farm 19,2886
2015-1-7,Farm 20,9088
2015-1-7,Farm 21,17688
2015-1-7,Farm 22,9593
2015-1-7,Farm 23,7274
2015-1-7,Farm 25,14964
2015-1-7,Farm 26,4367
2015-1-7,Farm 27,4116
2015-1-7,Farm 28,6118
2015-1-7,Farm 30,13509
2015-1-7,Farm 31,6279
2015-1-7,Farm 32,13169
2015-1-7,Farm 33,3981
2015-1-7,Farm 34,7909
2015-1-7,Farm 35,8294
2015-1-7,Farm 37,13025
2015-1-7,Farm 38,10359
2015-1-7,Farm 39,7695
2015-1-7,Farm 40,4183
2015-1-7,Farm 41,6901
2015-1-7,Farm 42,15797
2015-1-7,Farm 43,2153
2015-1-7,Farm 45,14206
2015-1-7,Farm 46,8369
2015-1-7,Farm 47,11326
2015-1-7,Farm 48,8177
2015-1-7,Farm 50,8601
2015-1-7,Farm 51,10221
2015-1-7,Farm 52,5532
2015-1-7,Farm 53,7525
2015-1-7,Farm 54,3781
2015-1-7,Farm 55,13222
2015-1-7,Farm 57,15749
2015-1-7,Farm 58,15453
2015-1-7,Farm 59,7916
2015-1-7,Farm 60,13743
2015-1-7,Farm 61,7198
2015-1-7,Farm 62,8801
2015-1-7,Farm 63,16866
2015-1-7,Farm 64,8134
2015-1-7,Farm 65,5355
2015-1-7,Farm 67,14792
2015-1-7,Farm 68,10620
2015-1-7,Farm 69,9135
2015-1-7,Farm 70,13751
2015-1-7,Farm 71,15425
2015-1-7,Farm 72,8346
2015-1-7,Farm 73,15814
2015-1-7,Farm 74,2980
2015-1-7,Farm 75,7476
2015-1-7,Farm 76,9781
2015-1-7,Farm 77,14263
2015-1-7,Farm 78,12577
2015-1-7,Farm 80,5293
2015-1-7,Farm 81,8100
2015-1-7,Farm 82,8502
2015-1-7,Farm 83,15649
2015-1-7,Farm 84,2827
2015-1-7,Farm 85,13834
2015-1-7,Farm 86,8222
2015-1-7,Farm 89,2186
2015-1-7,Farm 90,8569
2015-1-7,Farm 91,3152
2015-1-7,Farm 92,4481
2015-1-7,Farm 93,17166
2015-1-7,Farm 94,9550
2015-1-7,Farm 97,9964
2015-1-7,Farm 98,12475
2015-1-7,Farm 99,5077
2015-1-7,Farm 100,4531
2015-1-7,Farm 101,10177
2015-1-7,Farm 102,7254
2015-1-7,Farm 103,14911
2015-1-7,Farm 104,2866
2015-1-7,Farm 106,13686
2015-1-7,Farm 107,15656
2015-1-7,Farm 109,2244
2015-1-7,Farm 110,4060
2015-1-7,Farm 111,11327
2015-1-7,Farm 112,12336
2015-1-7,Farm 115,6513
2015-1-7,Farm 116,17601
2015-1-7,Farm 117,14752
2015-1-8,Farm 18,12793
2015-1-8,Farm 19,6023
2015-1-8,Farm 20,12403
2015-1-8,Farm 21,2208
2015-1-8,Farm 22,2049
2015-1-8,Farm 23,17511
2015-1-8,Farm 24,11120
2015-1-8,Farm 25,12004
2015-1-8,Farm 26,6610
2015-1-8,Farm 27,17333
2015-1-8,Farm 28,4323
2015-1-8,Farm 29,8842
2015-1-8,Farm 30,13992
2015-1-8,Farm 31,8965
2015-1-8,Farm 32,2658
2015-1-8,Farm 33,11371
2015-1-8,Farm 34,17087
2015-1-8,Farm 35,2147
2015-1-8,Farm 36,4567
2015-1-8,Farm 37,15797
2015-1-8,Farm 38,17208
2015-1-8,Farm 39,5100
2015-1-8,Farm 40,15362
2015-1-8,Farm 41,5907
2015-1-8,Farm 42,2025
2015-1-8,Farm 43,2770
2015-1-8,Farm 44,7550
2015-1-8,Farm 45,14845
2015-1-8,Farm 46,12704
2015-1-8,Farm 47,3178
2015-1-8,Farm 48,2857
2015-1-8,Farm 49,6906
2015-1-8,Farm 50,13133
2015-1-8,Farm 51,17250
2015-1-8,Farm 52,7271
2015-1-8,Farm 53,5387
2015-1-8,Farm 54,4728
2015-1-8,Farm 55,4635
2015-1-8,Farm 56,16834
2015-1-8,Farm 57,9110
2015-1-8,Farm 58,8942
2015-1-8,Farm 59,12242
2015-1-8,Farm 60,17279
2015-1-8,Farm 61,6757
2015-1-8,Farm 62,13746
2015-1-8,Farm 63,13551
2015-1-8,Farm 64,8625
2015-1-8,Farm 65,16605
2015-1-8,Farm 66,11241
2015-1-8,Farm 67,8385
2015-1-8,Farm 68,8351
2015-1-8,Farm 69,5575
2015-1-8,Farm 70,10084
2015-1-8,Farm 71,10371
2015-1-8,Farm 72,6073
2015-1-8,Farm 73,12700
2015-1-8,Farm 74,4977
2015-1-8,Farm 75,14689
2015-1-8,Farm 76,3629
2015-1-8,Farm 77,4041
2015-1-8,Farm 78,17309
2015-1-8,Farm 79,8385
2015-1-8,Farm 80,14027
2015-1-8,Farm 81,15278
2015-1-8,Farm 82,6436
2015-1-8,Farm 83,5944
2015-1-8,Farm 84,7507
2015-1-8,Farm 85,2960
2015-1-8,Farm 86,9208
2015-1-8,Farm 87,5119
2015-1-8,Farm 88,5511
2015-1-8,Farm 89,13351
2015-1-8,Farm 90,6666
2015-1-8,Farm 91,5264
2015-1-8,Farm 92,12015
2015-1-8,Farm 93,16859
2015-1-8,Farm 94,9732
2015-1-8,Farm 95,15561
2015-1-8,Farm 96,16355
2015-1-8,Farm 97,16546
2015-1-8,Farm 98,7104
2015-1-8,Farm 99,10375
2015-1-8,Farm 100,6822
2015-1-8,Farm 101,6224
2015-1-8,Farm 102,7834
2015-1-8,Farm 103,12956
2015-1-8,Farm 104,9041
2015-1-8,Farm 105,8220
2015-1-8,Farm 106,6765
2015-1-8,Farm 107,14693
2015-1-8,Farm 108,4884
2015-1-8,Farm 109,5968
2015-1-8,Farm 110,3108
2015-1-8,Farm 111,11701
2015-1-8,Farm 112,16627
2015-1-8,Farm 113,13531
2015-1-8,Farm 114,10686
2015-1-8,Farm 115,3872
2015-1-8,Farm 116,17988
2015-1-8,Farm 117,7918
2015-1-9,Farm 18,10339
2015-1-9,Farm 19,6410
2015-1-9,Farm 20,17565
2015-1-9,Farm 21,7902
2015-1-9,Farm 22,17352
2015-1-9,Farm 23,4710
2015-1-9,Farm 25,7082
2015-1-9,Farm 26,13873
2015-1-9,Farm 27,17568
2015-1-9,Farm 28,2194
2015-1-9,Farm 30,14546
2015-1-9,Farm 31,9188
2015-1-9,Farm 32,2277
2015-1-9,Farm 33,2656
2015-1-9,Farm 34,7033
2015-1-9,Farm 35,11644
2015-1-9,Farm 37,3538
2015-1-9,Farm 38,15023
2015-1-9,Farm 39,2921
2015-1-9,Farm 40,2762
2015-1-9,Farm 41,7565
2015-1-9,Farm 42,15832
2015-1-9,Farm 43,10469
2015-1-9,Farm 45,11704
2015-1-9,Farm 46,6491
2015-1-9,Farm 47,12161
2015-1-9,Farm 48,5562
2015-1-9,Farm 50,11835
2015-1-9,Farm 51,13571
2015-1-9,Farm 52,7795
2015-1-9,Farm 53,16944
2015-1-9,Farm 54,6388
2015-1-9,Farm 55,2002
2015-1-9,Farm 57,2558
2015-1-9,Farm 58,12303
2015-1-9,Farm 59,13020
2015-1-9,Farm 60,17750
2015-1-9,Farm 61,5060
2015-1-9,Farm 62,13808
2015-1-9,Farm 63,4875
2015-1-9,Farm 64,13813
2015-1-9,Farm 65,7282
2015-1-9,Farm 67,16986
2015-1-9,Farm 68,15645
2015-1-9,Farm 69,3294
2015-1-9,Farm 70,10619
2015-1-9,Farm 71,2236
2015-1-9,Farm 72,15429
2015-1-9,Farm 73,3178
2015-1-9,Farm 74,7873
2015-1-9,Farm 75,8251
2015-1-9,Farm 76,13595
2015-1-9,Farm 77,10246
2015-1-9,Farm 78,15221
2015-1-9,Farm 80,14154
2015-1-9,Farm 81,3271
2015-1-9,Farm 82,4486
2015-1-9,Farm 83,17788
2015-1-9,Farm 84,13930
2015-1-9,Farm 85,5387
2015-1-9,Farm 86,2061
2015-1-9,Farm 89,9634
2015-1-9,Farm 90,6885
2015-1-9,Farm 91,16594
2015-1-9,Farm 92,15350
2015-1-9,Farm 93,10119
2015-1-9,Farm 94,14839
2015-1-9,Farm 97,7749
2015-1-9,Farm 98,13731
2015-1-9,Farm 99,3573
2015-1-9,Farm 100,15374
2015-1-9,Farm 101,2302
2015-1-9,Farm 102,11240
2015-1-9,Farm 103,10218
2015-1-9,Farm 104,3485
2015-1-9,Farm 106,6696
2015-1-9,Farm 107,14592
2015-1-9,Farm 109,9657
2015-1-9,Farm 110,13574
2015-1-9,Farm 111,16678
2015-1-9,Farm 112,16029
2015-1-9,Farm 115,11975
2015-1-9,Farm 116,3587
2015-1-9,Farm 117,5567
2015-1-10,Farm 18,17262
2015-1-10,Farm 19,3448
2015-1-10,Farm 20,10183
2015-1-10,Farm 21,3807
2015-1-10,Farm 22,15791
2015-1-10,Farm 23,12280
2015-1-10,Farm 24,5477
2015-1-10,Farm 25,10214
2015-1-10,Farm 26,17195
2015-1-10,Farm 27,7827
2015-1-10,Farm 28,9991
2015-1-10,Farm 29,12959
2015-1-10,Farm 30,6428
2015-1-10,Farm 31,4225
2015-1-10,Farm 32,16230
2015-1-10,Farm 33,12682
2015-1-10,Farm 34,2279
2015-1-10,Farm 35,15904
2015-1-10,Farm 36,17276
2015-1-10,Farm 37,2135
2015-1-10,Farm 38,13314
2015-1-10,Farm 39,9666
2015-1-10,Farm 40,10786
2015-1-10,Farm 41,7978
2015-1-10,Farm 42,9831
2015-1-10,Farm 43,14788
2015-1-10,Farm 44,9436
2015-1-10,Farm 45,9399
2015-1-10,Farm 46,6142
2015-1-10,Farm 47,4591
2015-1-10,Farm 48,8072
2015-1-10,Farm 49,17778
2015-1-10,Farm 50,7015
2015-1-10,Farm 51,4709
2015-1-10,Farm 52,3039
2015-1-10,Farm 53,4146
2015-1-10,Farm 54,10469
2015-1-10,Farm 55,2357
2015-1-10,Farm 56,15035
2015-1-10,Farm 57,4370
2015-1-10,Farm 58,11804
2015-1-10,Farm 59,8207
2015-1-10,Farm 60,3724
2015-1-10,Farm 61,2195
2015-1-10,Farm 62,2985
2015-1-10,Farm 63,10315
2015-1-10,Farm 64,17636
2015-1-10,Farm 65,17617
2015-1-10,Farm 66,5463
2015-1-10,Farm 67,9877
2015-1-10,Farm 68,13012
2015-1-10,Farm 69,13353
2015-1-10,Farm 70,14164
